Date,Open,High,Low,Close,Adj Close,Volume,Open_INR,Open_INR_Formatted,High_INR,High_INR_Formatted,Low_INR,Low_INR_Formatted,Close_INR,Close_INR_Formatted
2005-03-30 00:00:00+00:00,301.05,303.33,299.66,300.44,300.44,61429698,24987.15,₹24987.15,25176.39,₹25176.39,24871.780000000002,₹24871.78,24936.52,₹24936.52
2005-03-31 00:00:00+00:00,301.14,302.1,299.35,299.97,299.97,77090751,24994.62,₹24994.62,25074.300000000003,₹25074.30,24846.050000000003,₹24846.05,24897.510000000002,₹24897.51
2005-04-01 00:00:00+00:00,298.5,299.64,297.52,298.26,298.26,96336317,24775.5,₹24775.50,24870.12,₹24870.12,24694.16,₹24694.16,24755.579999999998,₹24755.58
2005-04-04 00:00:00+00:00,298.82,299.03,298.46,298.85,298.85,28406616,24802.059999999998,₹24802.06,24819.489999999998,₹24819.49,24772.179999999997,₹24772.18,24804.550000000003,₹24804.55
2005-04-05 00:00:00+00:00,299.3,299.69,298.18,298.47,298.47,15409935,24841.9,₹24841.90,24874.27,₹24874.27,24748.940000000002,₹24748.94,24773.010000000002,₹24773.01
2005-04-06 00:00:00+00:00,295.31,296.21,294.5,296.16,296.16,32224616,24510.73,₹24510.73,24585.429999999997,₹24585.43,24443.5,₹24443.50,24581.280000000002,₹24581.28
2005-04-07 00:00:00+00:00,298.2,299.84,297.88,299.15,299.15,5209855,24750.6,₹24750.60,24886.719999999998,₹24886.72,24724.04,₹24724.04,24829.449999999997,₹24829.45
2005-04-08 00:00:00+00:00,297.69,298.75,296.84,297.96,297.96,9058501,24708.27,₹24708.27,24796.25,₹24796.25,24637.719999999998,₹24637.72,24730.679999999997,₹24730.68
2005-04-11 00:00:00+00:00,293.83,295.69,292.25,294.33,294.33,74387595,24387.89,₹24387.89,24542.27,₹24542.27,24256.75,₹24256.75,24429.39,₹24429.39
2005-04-12 00:00:00+00:00,296.23,298.31,295.74,297.03,297.03,2802029,24587.09,₹24587.09,24759.73,₹24759.73,24546.420000000002,₹24546.42,24653.489999999998,₹24653.49
2005-04-13 00:00:00+00:00,297.9,298.4,295.29,296.07,296.07,56337878,24725.699999999997,₹24725.70,24767.199999999997,₹24767.20,24509.070000000003,₹24509.07,24573.809999999998,₹24573.81
2005-04-14 00:00:00+00:00,297.08,297.68,294.77,294.91,294.91,50998445,24657.64,₹24657.64,24707.440000000002,₹24707.44,24465.91,₹24465.91,24477.530000000002,₹24477.53
2005-04-15 00:00:00+00:00,291.07,292.03,291.05,291.43,291.43,62108389,24158.809999999998,₹24158.81,24238.489999999998,₹24238.49,24157.15,₹24157.15,24188.690000000002,₹24188.69
2005-04-18 00:00:00+00:00,295.05,295.86,294.61,294.96,294.96,91508164,24489.15,₹24489.15,24556.38,₹24556.38,24452.63,₹24452.63,24481.679999999997,₹24481.68
2005-04-19 00:00:00+00:00,292.24,292.7,292.01,292.43,292.43,19150460,24255.920000000002,₹24255.92,24294.1,₹24294.10,24236.829999999998,₹24236.83,24271.690000000002,₹24271.69
2005-04-20 00:00:00+00:00,293.7,294.37,291.67,292.6,292.6,49335489,24377.1,₹24377.10,24432.71,₹24432.71,24208.61,₹24208.61,24285.800000000003,₹24285.80
2005-04-21 00:00:00+00:00,295.78,296.2,293.6,294.47,294.47,22284866,24549.739999999998,₹24549.74,24584.6,₹24584.60,24368.800000000003,₹24368.80,24441.010000000002,₹24441.01
2005-04-22 00:00:00+00:00,293.59,297.16,293.58,295.37,295.37,90847784,24367.969999999998,₹24367.97,24664.280000000002,₹24664.28,24367.14,₹24367.14,24515.71,₹24515.71
2005-04-25 00:00:00+00:00,295.77,296.61,293.69,295.3,295.3,93258950,24548.91,₹24548.91,24618.63,₹24618.63,24376.27,₹24376.27,24509.9,₹24509.90
2005-04-26 00:00:00+00:00,290.64,293.18,290.41,291.94,291.94,71965593,24123.12,₹24123.12,24333.940000000002,₹24333.94,24104.030000000002,₹24104.03,24231.02,₹24231.02
2005-04-27 00:00:00+00:00,292.13,292.4,289.76,290.37,290.37,9193483,24246.79,₹24246.79,24269.199999999997,₹24269.20,24050.079999999998,₹24050.08,24100.71,₹24100.71
2005-04-28 00:00:00+00:00,291.24,291.9,287.81,290.8,290.8,56478705,24172.920000000002,₹24172.92,24227.699999999997,₹24227.70,23888.23,₹23888.23,24136.4,₹24136.40
2005-04-29 00:00:00+00:00,288.45,289.83,288.3,289.28,289.28,39732731,23941.35,₹23941.35,24055.89,₹24055.89,23928.9,₹23928.90,24010.239999999998,₹24010.24
2005-05-02 00:00:00+00:00,289.49,290.99,288.45,289.73,289.73,4527616,24027.670000000002,₹24027.67,24152.170000000002,₹24152.17,23941.35,₹23941.35,24047.59,₹24047.59
2005-05-03 00:00:00+00:00,290.86,292.18,290.75,291.15,291.15,57899936,24141.38,₹24141.38,24250.940000000002,₹24250.94,24132.25,₹24132.25,24165.449999999997,₹24165.45
2005-05-04 00:00:00+00:00,293.65,294.17,292.41,293.12,293.12,71531133,24372.949999999997,₹24372.95,24416.11,₹24416.11,24270.030000000002,₹24270.03,24328.96,₹24328.96
2005-05-05 00:00:00+00:00,291.76,291.78,290.71,290.72,290.72,99565429,24216.079999999998,₹24216.08,24217.739999999998,₹24217.74,24128.929999999997,₹24128.93,24129.760000000002,₹24129.76
2005-05-06 00:00:00+00:00,294.01,295.19,293.56,295.16,295.16,66383668,24402.829999999998,₹24402.83,24500.77,₹24500.77,24365.48,₹24365.48,24498.280000000002,₹24498.28
2005-05-09 00:00:00+00:00,298.58,300.74,296.01,296.75,296.75,60997158,24782.14,₹24782.14,24961.420000000002,₹24961.42,24568.829999999998,₹24568.83,24630.25,₹24630.25
2005-05-10 00:00:00+00:00,298.4,299.62,295.51,296.79,296.79,64529467,24767.199999999997,₹24767.20,24868.46,₹24868.46,24527.329999999998,₹24527.33,24633.570000000003,₹24633.57
2005-05-11 00:00:00+00:00,298.15,299.19,297.22,299.02,299.02,88774728,24746.449999999997,₹24746.45,24832.77,₹24832.77,24669.260000000002,₹24669.26,24818.66,₹24818.66
2005-05-12 00:00:00+00:00,303.88,304.05,303.07,303.8,303.8,91912384,25222.04,₹25222.04,25236.15,₹25236.15,25154.809999999998,₹25154.81,25215.4,₹25215.40
2005-05-13 00:00:00+00:00,302.69,303.2,300.7,300.98,300.98,12614040,25123.27,₹25123.27,25165.6,₹25165.60,24958.1,₹24958.10,24981.34,₹24981.34
2005-05-16 00:00:00+00:00,301.81,302.27,298.55,300.57,300.57,23991979,25050.23,₹25050.23,25088.41,₹25088.41,24779.65,₹24779.65,24947.309999999998,₹24947.31
2005-05-17 00:00:00+00:00,295.53,297.64,295.06,295.87,295.87,78654409,24528.989999999998,₹24528.99,24704.12,₹24704.12,24489.98,₹24489.98,24557.21,₹24557.21
2005-05-18 00:00:00+00:00,297.12,297.64,295.4,296.3,296.3,52746353,24660.96,₹24660.96,24704.12,₹24704.12,24518.199999999997,₹24518.20,24592.9,₹24592.90
2005-05-19 00:00:00+00:00,300.08,300.26,296.94,297.08,297.08,35127262,24906.64,₹24906.64,24921.579999999998,₹24921.58,24646.02,₹24646.02,24657.64,₹24657.64
2005-05-20 00:00:00+00:00,297.16,297.78,295.51,297.06,297.06,48020530,24664.280000000002,₹24664.28,24715.739999999998,₹24715.74,24527.329999999998,₹24527.33,24655.98,₹24655.98
2005-05-23 00:00:00+00:00,295.16,296.86,295.07,295.8,295.8,11477636,24498.280000000002,₹24498.28,24639.38,₹24639.38,24490.809999999998,₹24490.81,24551.4,₹24551.40
2005-05-24 00:00:00+00:00,291.92,292.06,291.62,291.75,291.75,98929691,24229.36,₹24229.36,24240.98,₹24240.98,24204.46,₹24204.46,24215.25,₹24215.25
2005-05-25 00:00:00+00:00,292.79,294.04,290.13,292.54,292.54,77500837,24301.570000000003,₹24301.57,24405.320000000003,₹24405.32,24080.79,₹24080.79,24280.820000000003,₹24280.82
2005-05-26 00:00:00+00:00,294.98,296.39,293.36,295.51,295.51,64660047,24483.34,₹24483.34,24600.37,₹24600.37,24348.88,₹24348.88,24527.329999999998,₹24527.33
2005-05-27 00:00:00+00:00,294.81,295.76,294.05,294.37,294.37,87037582,24469.23,₹24469.23,24548.079999999998,₹24548.08,24406.15,₹24406.15,24432.71,₹24432.71
2005-05-30 00:00:00+00:00,294.05,295.73,293.79,295.3,295.3,94019880,24406.15,₹24406.15,24545.59,₹24545.59,24384.570000000003,₹24384.57,24509.9,₹24509.90
2005-05-31 00:00:00+00:00,291.55,292.59,291.02,292.22,292.22,78768422,24198.65,₹24198.65,24284.969999999998,₹24284.97,24154.66,₹24154.66,24254.260000000002,₹24254.26
2005-06-01 00:00:00+00:00,293.94,294.2,293.13,293.18,293.18,54398825,24397.02,₹24397.02,24418.6,₹24418.60,24329.79,₹24329.79,24333.940000000002,₹24333.94
2005-06-02 00:00:00+00:00,290.69,294.44,290.33,292.44,292.44,6864705,24127.27,₹24127.27,24438.52,₹24438.52,24097.39,₹24097.39,24272.52,₹24272.52
2005-06-03 00:00:00+00:00,291.87,292.27,289.83,290.97,290.97,90457874,24225.21,₹24225.21,24258.41,₹24258.41,24055.89,₹24055.89,24150.510000000002,₹24150.51
2005-06-06 00:00:00+00:00,287.49,289.71,287.35,289.5,289.5,89651970,23861.670000000002,₹23861.67,24045.929999999997,₹24045.93,23850.050000000003,₹23850.05,24028.5,₹24028.50
2005-06-07 00:00:00+00:00,287.03,289.63,285.12,288.76,288.76,11534951,23823.489999999998,₹23823.49,24039.29,₹24039.29,23664.96,₹23664.96,23967.079999999998,₹23967.08
2005-06-08 00:00:00+00:00,289.08,291.28,288.84,289.58,289.58,49161470,23993.64,₹23993.64,24176.239999999998,₹24176.24,23973.719999999998,₹23973.72,24035.14,₹24035.14
2005-06-09 00:00:00+00:00,287.29,287.36,285.56,287.0,287.0,2120708,23845.070000000003,₹23845.07,23850.88,₹23850.88,23701.48,₹23701.48,23821.0,₹23821.00
2005-06-10 00:00:00+00:00,287.58,288.65,284.75,286.26,286.26,10348410,23869.14,₹23869.14,23957.949999999997,₹23957.95,23634.25,₹23634.25,23759.579999999998,₹23759.58
2005-06-13 00:00:00+00:00,286.28,286.61,285.87,286.23,286.23,4640287,23761.239999999998,₹23761.24,23788.63,₹23788.63,23727.21,₹23727.21,23757.09,₹23757.09
2005-06-14 00:00:00+00:00,283.83,284.48,281.71,284.08,284.08,20917278,23557.89,₹23557.89,23611.84,₹23611.84,23381.929999999997,₹23381.93,23578.64,₹23578.64
2005-06-15 00:00:00+00:00,288.3,289.73,287.71,287.72,287.72,74998155,23928.9,₹23928.90,24047.59,₹24047.59,23879.929999999997,₹23879.93,23880.760000000002,₹23880.76
2005-06-16 00:00:00+00:00,285.19,287.47,284.73,286.06,286.06,9580842,23670.77,₹23670.77,23860.010000000002,₹23860.01,23632.59,₹23632.59,23742.98,₹23742.98
2005-06-17 00:00:00+00:00,284.91,285.34,284.39,284.77,284.77,86248035,23647.530000000002,₹23647.53,23683.219999999998,₹23683.22,23604.37,₹23604.37,23635.91,₹23635.91
2005-06-20 00:00:00+00:00,281.67,283.04,281.07,282.87,282.87,40838947,23378.61,₹23378.61,23492.320000000003,₹23492.32,23328.809999999998,₹23328.81,23478.21,₹23478.21
2005-06-21 00:00:00+00:00,286.6,288.12,284.37,286.52,286.52,19670110,23787.800000000003,₹23787.80,23913.96,₹23913.96,23602.71,₹23602.71,23781.16,₹23781.16
2005-06-22 00:00:00+00:00,287.54,288.3,286.3,287.67,287.67,13683526,23865.820000000003,₹23865.82,23928.9,₹23928.90,23762.9,₹23762.90,23876.61,₹23876.61
2005-06-23 00:00:00+00:00,285.04,286.13,283.79,285.85,285.85,13281978,23658.320000000003,₹23658.32,23748.79,₹23748.79,23554.570000000003,₹23554.57,23725.550000000003,₹23725.55
2005-06-24 00:00:00+00:00,288.28,289.13,287.23,288.11,288.11,1821465,23927.239999999998,₹23927.24,23997.79,₹23997.79,23840.09,₹23840.09,23913.13,₹23913.13
2005-06-27 00:00:00+00:00,288.72,288.97,288.47,288.56,288.56,61154131,23963.760000000002,₹23963.76,23984.510000000002,₹23984.51,23943.010000000002,₹23943.01,23950.48,₹23950.48
2005-06-28 00:00:00+00:00,290.3,292.21,288.96,289.13,289.13,98696865,24094.9,₹24094.90,24253.429999999997,₹24253.43,23983.679999999997,₹23983.68,23997.79,₹23997.79
2005-06-29 00:00:00+00:00,286.88,290.0,285.85,288.49,288.49,29093906,23811.04,₹23811.04,24070.0,₹24070.00,23725.550000000003,₹23725.55,23944.670000000002,₹23944.67
2005-06-30 00:00:00+00:00,286.96,287.28,285.67,287.04,287.04,47838672,23817.679999999997,₹23817.68,23844.239999999998,₹23844.24,23710.61,₹23710.61,23824.320000000003,₹23824.32
2005-07-01 00:00:00+00:00,287.0,288.54,286.28,287.76,287.76,48005674,23821.0,₹23821.00,23948.820000000003,₹23948.82,23761.239999999998,₹23761.24,23884.079999999998,₹23884.08
2005-07-04 00:00:00+00:00,287.59,288.32,286.29,286.72,286.72,10529349,23869.969999999998,₹23869.97,23930.559999999998,₹23930.56,23762.070000000003,₹23762.07,23797.760000000002,₹23797.76
2005-07-05 00:00:00+00:00,291.16,292.63,289.08,290.41,290.41,43326138,24166.280000000002,₹24166.28,24288.29,₹24288.29,23993.64,₹23993.64,24104.030000000002,₹24104.03
2005-07-06 00:00:00+00:00,288.43,289.99,287.74,287.92,287.92,62858901,23939.690000000002,₹23939.69,24069.170000000002,₹24069.17,23882.420000000002,₹23882.42,23897.36,₹23897.36
2005-07-07 00:00:00+00:00,290.34,291.95,289.09,291.04,291.04,1966134,24098.219999999998,₹24098.22,24231.85,₹24231.85,23994.469999999998,₹23994.47,24156.320000000003,₹24156.32
2005-07-08 00:00:00+00:00,291.75,292.25,289.92,290.87,290.87,71659152,24215.25,₹24215.25,24256.75,₹24256.75,24063.36,₹24063.36,24142.21,₹24142.21
2005-07-11 00:00:00+00:00,289.99,292.27,289.24,291.52,291.52,85843411,24069.170000000002,₹24069.17,24258.41,₹24258.41,24006.920000000002,₹24006.92,24196.16,₹24196.16
2005-07-12 00:00:00+00:00,291.5,293.44,290.42,293.23,293.23,39175081,24194.5,₹24194.50,24355.52,₹24355.52,24104.86,₹24104.86,24338.09,₹24338.09
2005-07-13 00:00:00+00:00,290.75,293.16,289.84,292.02,292.02,81256425,24132.25,₹24132.25,24332.280000000002,₹24332.28,24056.719999999998,₹24056.72,24237.66,₹24237.66
2005-07-14 00:00:00+00:00,293.77,294.89,293.76,293.8,293.8,45477118,24382.91,₹24382.91,24475.87,₹24475.87,24382.079999999998,₹24382.08,24385.4,₹24385.40
2005-07-15 00:00:00+00:00,289.11,290.7,287.46,288.44,288.44,89186622,23996.13,₹23996.13,24128.1,₹24128.10,23859.179999999997,₹23859.18,23940.52,₹23940.52
2005-07-18 00:00:00+00:00,284.07,287.81,283.77,287.05,287.05,93411609,23577.809999999998,₹23577.81,23888.23,₹23888.23,23552.91,₹23552.91,23825.15,₹23825.15
2005-07-19 00:00:00+00:00,286.57,287.78,284.63,285.25,285.25,75618203,23785.309999999998,₹23785.31,23885.739999999998,₹23885.74,23624.29,₹23624.29,23675.75,₹23675.75
2005-07-20 00:00:00+00:00,282.92,285.08,281.65,282.79,282.79,51632556,23482.36,₹23482.36,23661.64,₹23661.64,23376.949999999997,₹23376.95,23471.570000000003,₹23471.57
2005-07-21 00:00:00+00:00,280.84,284.25,280.07,282.41,282.41,61243946,23309.719999999998,₹23309.72,23592.75,₹23592.75,23245.809999999998,₹23245.81,23440.030000000002,₹23440.03
2005-07-22 00:00:00+00:00,283.33,283.35,281.71,283.23,283.23,83064518,23516.39,₹23516.39,23518.050000000003,₹23518.05,23381.929999999997,₹23381.93,23508.09,₹23508.09
2005-07-25 00:00:00+00:00,285.78,286.07,284.33,284.69,284.69,14285574,23719.739999999998,₹23719.74,23743.809999999998,₹23743.81,23599.39,₹23599.39,23629.27,₹23629.27
